sample_id,shard_file,offset,severity,noise_target,snr_target,bandwidth_target,bit_target,method,pesq,stoi,estoi,si_sdr,lsd,hf_lsd,delta_stoi_vs_base,delta_estoi_vs_base,delta_si_sdr_vs_base,delta_lsd_vs_base,delta_hf_lsd_vs_base
adaptive_shard_00003.pt:241,adaptive_shard_00003.pt,241,light,0.0,0.0,1,1,base,nan,0.885896519233396,0.8782816936453435,24.492551637528152,20.449750900268555,23.548192977905273,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:241,adaptive_shard_00003.pt,241,light,0.0,0.0,1,1,v1_s0p75,nan,0.8847108268201299,0.875771072569226,24.45031153421517,11.585848808288574,12.193182945251465,-0.0011856924132660485,-0.0025106210761174363,-0.04224010331298089,-8.86390209197998,-11.355010032653809
adaptive_shard_00003.pt:242,adaptive_shard_00003.pt,242,medium,1.0,24.657655715942383,2,2,degraded,nan,0.7732543328317738,0.6253344032360048,21.396931088689204,29.501277923583984,33.76207733154297,-0.003865515547076037,-0.09808456706740609,-1.128636535533154,15.919012069702148,18.750941276550293
adaptive_shard_00003.pt:242,adaptive_shard_00003.pt,242,medium,1.0,24.657655715942383,2,2,base,nan,0.7771198483788498,0.7234189703034108,22.525567624222358,13.582265853881836,15.011136054992676,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:242,adaptive_shard_00003.pt,242,medium,1.0,24.657655715942383,2,2,v1_s0p75,nan,0.7809423977333804,0.7300403905350249,22.515414072230378,13.610698699951172,14.149544715881348,0.0038225493545305245,0.00662142023161405,-0.010153551991979981,0.028432846069335938,-0.8615913391113281
adaptive_shard_00003.pt:243,adaptive_shard_00003.pt,243,heavy,1.0,9.766077041625977,2,3,degraded,nan,0.7061542834211066,0.5040917344689595,9.587295413993521,42.05510330200195,46.89401626586914,-0.02420685071502693,-0.1395250786982607,-9.778450678945108,29.237491607666016,33.326334953308105
adaptive_shard_00003.pt:243,adaptive_shard_00003.pt,243,heavy,1.0,9.766077041625977,2,3,base,nan,0.7303611341361336,0.6436168131672202,19.36574609293863,12.817611694335938,13.567681312561035,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:243,adaptive_shard_00003.pt,243,heavy,1.0,9.766077041625977,2,3,v1_s0p75,nan,0.7320934890015492,0.6442615805162394,19.360150932178303,12.884073257446289,13.474886894226074,0.001732354865415675,0.000644767349019193,-0.005595160760325513,0.06646156311035156,-0.09279441833496094
adaptive_shard_00003.pt:244,adaptive_shard_00003.pt,244,clean,0.0,0.0,0,0,degraded,nan,0.9999999999658953,0.999999999958216,107.21646424624923,7.469692230224609,7.469644546508789,0.19501304203820868,0.09432573770972064,82.73942662281453,-8.091257095336914,-8.596363067626953
adaptive_shard_00003.pt:244,adaptive_shard_00003.pt,244,clean,0.0,0.0,0,0,base,nan,0.8049869579276866,0.9056742622484953,24.477037623434697,15.560949325561523,16.066007614135742,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:244,adaptive_shard_00003.pt,244,clean,0.0,0.0,0,0,v1_s0p75,nan,0.7913209627586254,0.876043068627611,24.490264374776952,6.595710754394531,5.538113594055176,-0.013665995169061196,-0.02963119362088429,0.013226751342255483,-8.965238571166992,-10.527894020080566
adaptive_shard_00003.pt:245,adaptive_shard_00003.pt,245,light,0.0,0.0,1,2,degraded,nan,0.5150064156684827,0.46074610644801417,29.21407170870272,19.14623260498047,19.09714126586914,0.014760363553746658,-0.0005433528947602628,5.916427124839132,5.485814094543457,4.053422927856445
adaptive_shard_00003.pt:245,adaptive_shard_00003.pt,245,light,0.0,0.0,1,2,base,nan,0.500246052114736,0.46128945934277443,23.297644583863587,13.660418510437012,15.043718338012695,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:245,adaptive_shard_00003.pt,245,light,0.0,0.0,1,2,v1_s0p75,nan,0.4998939255324447,0.46223568062756065,23.38030156567797,8.299184799194336,7.979985237121582,-0.0003521265822913344,0.0009462212847862195,0.08265698181438452,-5.361233711242676,-7.063733100891113
adaptive_shard_00003.pt:246,adaptive_shard_00003.pt,246,medium,1.0,18.62110710144043,2,1,degraded,nan,0.4303009212310647,0.27411219220927135,18.075634516638978,41.23698043823242,44.5974235534668,-0.00873302491571093,-0.1135213293793289,-5.452176020314269,30.32548427581787,33.70308971405029
adaptive_shard_00003.pt:246,adaptive_shard_00003.pt,246,medium,1.0,18.62110710144043,2,1,base,nan,0.43903394614677566,0.38763352158860026,23.527810536953247,10.91149616241455,10.894333839416504,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:246,adaptive_shard_00003.pt,246,medium,1.0,18.62110710144043,2,1,v1_s0p75,nan,0.4400833922827875,0.39095678846865345,23.790602060467272,10.523174285888672,10.667913436889648,0.0010494461360118224,0.0033232668800531884,0.262791523514025,-0.3883218765258789,-0.22642040252685547
adaptive_shard_00003.pt:247,adaptive_shard_00003.pt,247,heavy,1.0,9.872620582580566,2,3,degraded,nan,0.4378735936081121,0.22675320151430872,9.69433499137491,49.21350860595703,52.89503860473633,-0.015044807921606673,-0.13632553156624805,-11.278842372666785,36.16801738739014,39.9191255569458
adaptive_shard_00003.pt:247,adaptive_shard_00003.pt,247,heavy,1.0,9.872620582580566,2,3,base,nan,0.4529184015297188,0.36307873308055677,20.973177364041696,13.045491218566895,12.975913047790527,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:247,adaptive_shard_00003.pt,247,heavy,1.0,9.872620582580566,2,3,v1_s0p75,nan,0.4553490624689353,0.3687506091989175,21.040604967078032,11.902928352355957,11.913531303405762,0.0024306609392165113,0.00567187611836073,0.06742760303633588,-1.1425628662109375,-1.0623817443847656
