sample_id,severity,method,si_sdr,lsd,hf_lsd,stoi,estoi
adaptive_shard_00000.pt:17,light,base,24.430419458638557,14.444050788879395,15.853589057922363,0.7923292594252224,0.75546582248834
adaptive_shard_00000.pt:17,light,v1_uncond,24.507086875614412,11.662952423095703,12.561145782470703,0.7899248272746741,0.7382451823492259
adaptive_shard_00000.pt:17,light,v1_cond,24.510909252944582,11.663378715515137,12.56345272064209,0.7899246424669636,0.7382200829940957
adaptive_shard_00000.pt:18,medium,base,22.586670327345782,12.514188766479492,12.872649192810059,0.6321900899197406,0.5574279475371015
adaptive_shard_00000.pt:18,medium,v1_uncond,22.79232550676925,12.647546768188477,13.502720832824707,0.6270603685369103,0.5496176948109043
adaptive_shard_00000.pt:18,medium,v1_cond,22.795202852417912,12.648812294006348,13.505112648010254,0.627080578541649,0.5496396179244627
adaptive_shard_00000.pt:19,heavy,base,16.764891368140173,16.339994430541992,17.036136627197266,0.5825049057248215,0.4421905867731093
adaptive_shard_00000.pt:19,heavy,v1_uncond,16.78448339840552,15.482844352722168,16.220787048339844,0.5839734799932618,0.4451961218843435
adaptive_shard_00000.pt:19,heavy,v1_cond,16.787767520389064,15.51856517791748,16.25297737121582,0.5838828984660527,0.4449547014859112
adaptive_shard_00000.pt:20,clean,base,26.016798676759443,16.192007064819336,16.588640213012695,0.7852197221423313,0.7838278108258034
adaptive_shard_00000.pt:20,clean,v1_uncond,26.044111327874916,11.554505348205566,9.792459487915039,0.7854815600842523,0.7743612983926311
adaptive_shard_00000.pt:20,clean,v1_cond,26.051983001015493,11.546703338623047,9.78487491607666,0.7854847612442758,0.774331883622482
adaptive_shard_00000.pt:21,light,base,25.37279540072271,18.21994972229004,20.114173889160156,0.7541444886448097,0.6882841226393424
adaptive_shard_00000.pt:21,light,v1_uncond,25.518004695228015,15.317296981811523,15.262334823608398,0.7545195665453734,0.6959723859363636
adaptive_shard_00000.pt:21,light,v1_cond,25.52500454272547,15.30945110321045,15.253929138183594,0.7545156555454391,0.6959762405024569
